order_id,product_id,product_category,quantity,price_dollars,customer_id,order_date,country,state,sales_hour,discount_percent,return_status,sales_value,website_traffic,order_number,lifetime_value
2389,3528,Electronics,7,97,24985,2022-04-10 12:00:00,Canada,Ontario,12,13,Not Returned,590.73,852,1,590.73
2390,4475,Clothing,8,179,14512,2022-04-10 13:00:00,UK,England,13,1,Not Returned,1417.68,479,1,1417.68
2391,3934,Grocery,9,71,17136,2022-04-10 14:00:00,Australia,New South Wales,14,15,Returned,543.15,125,1,543.15
2392,3443,Clothing,9,151,28382,2022-04-10 15:00:00,India,Maharashtra,15,17,Not Returned,1127.97,554,1,1127.97
2393,3377,Grocery,6,152,24852,2022-04-10 16:00:00,USA,Texas,16,4,Returned,875.52,653,1,875.52
2394,4280,Home & Kitchen,3,102,14596,2022-04-10 17:00:00,USA,California,17,6,Returned,287.64,232,2,1239.82
2395,4832,Electronics,4,61,15248,2022-04-10 18:00:00,UK,England,18,2,Returned,239.12,239,1,239.12
2396,2506,Home & Kitchen,10,104,12047,2022-04-10 19:00:00,Canada,Ontario,19,15,Not Returned,884.0,110,1,884.0
2397,2631,Clothing,4,74,22594,2022-04-10 20:00:00,UK,England,20,20,Not Returned,236.8,687,1,236.8
2398,1301,Clothing,8,131,13781,2022-04-10 21:00:00,Australia,New South Wales,21,11,Returned,932.72,984,1,932.72
2399,4938,Electronics,10,153,28919,2022-04-10 22:00:00,Canada,Ontario,22,6,Returned,1438.1999999999998,315,1,1438.1999999999998
2400,1849,Electronics,1,160,29711,2022-04-10 23:00:00,India,Maharashtra,23,17,Returned,132.79999999999998,398,1,132.79999999999998
2401,4025,Clothing,10,109,16790,2022-04-11 00:00:00,Canada,Ontario,0,12,Not Returned,959.2,673,1,959.2
2402,4106,Clothing,1,152,20750,2022-04-11 01:00:00,India,Maharashtra,1,16,Returned,127.67999999999999,568,1,127.67999999999999
2403,3768,Grocery,4,78,13793,2022-04-11 02:00:00,USA,California,2,4,Returned,299.52,498,1,299.52
2404,4174,Electronics,10,88,25055,2022-04-11 03:00:00,UK,England,3,5,Not Returned,836.0,609,2,3273.3199999999997
2405,2044,Grocery,7,88,20895,2022-04-11 04:00:00,UK,England,4,12,Returned,542.08,413,1,542.08
2406,3460,Books,8,149,21970,2022-04-11 05:00:00,Australia,New South Wales,5,7,Returned,1108.56,301,1,1108.56
2407,3014,Home & Kitchen,6,155,28803,2022-04-11 06:00:00,India,Maharashtra,6,12,Not Returned,818.4,138,1,818.4
2408,2840,Books,1,45,24374,2022-04-11 07:00:00,India,Maharashtra,7,5,Not Returned,42.75,950,1,42.75
2409,3209,Home & Kitchen,3,89,12814,2022-04-11 08:00:00,India,Maharashtra,8,20,Returned,213.60000000000002,883,1,213.60000000000002
2410,1833,Clothing,8,58,19613,2022-04-11 09:00:00,Australia,New South Wales,9,14,Not Returned,399.04,348,1,399.04
2411,2164,Clothing,2,165,16539,2022-04-11 10:00:00,Australia,New South Wales,10,10,Returned,297.0,308,1,297.0
2412,2402,Clothing,5,131,24579,2022-04-11 11:00:00,UK,England,11,16,Returned,550.1999999999999,522,1,550.1999999999999
2413,2846,Grocery,3,65,13472,2022-04-11 12:00:00,Australia,New South Wales,12,15,Returned,165.75,632,1,165.75
2414,1152,Electronics,9,189,18931,2022-04-11 13:00:00,Australia,New South Wales,13,9,Returned,1547.91,694,1,1547.91
2415,2851,Electronics,9,17,26824,2022-04-11 14:00:00,UK,England,14,17,Returned,126.99,110,1,126.99
2416,2623,Grocery,6,174,20313,2022-04-11 15:00:00,UK,England,15,2,Not Returned,1023.12,194,1,1023.12
2417,4706,Clothing,7,68,15484,2022-04-11 16:00:00,USA,Texas,16,3,Returned,461.71999999999997,683,1,461.71999999999997
2418,1535,Books,4,15,25775,2022-04-11 17:00:00,India,Maharashtra,17,1,Not Returned,59.4,272,1,59.4
2419,2188,Home & Kitchen,7,145,24534,2022-04-11 18:00:00,Canada,Ontario,18,15,Returned,862.75,790,2,1615.15
2420,3914,Books,3,43,18097,2022-04-11 19:00:00,UK,England,19,18,Returned,105.78,490,1,105.78
2421,1259,Grocery,4,93,26001,2022-04-11 20:00:00,USA,Texas,20,5,Not Returned,353.4,345,1,353.4
2422,1168,Grocery,5,189,29960,2022-04-11 21:00:00,UK,England,21,14,Returned,812.6999999999999,964,1,812.6999999999999
2423,2288,Grocery,2,99,15716,2022-04-11 22:00:00,India,Maharashtra,22,10,Not Returned,178.20000000000002,146,1,178.20000000000002
2424,3362,Books,1,155,29868,2022-04-11 23:00:00,Australia,New South Wales,23,16,Not Returned,130.2,410,1,130.2
2425,4215,Clothing,6,200,11554,2022-04-12 00:00:00,India,Maharashtra,0,17,Not Returned,996.0,789,1,1086.1
2426,4960,Home & Kitchen,9,55,23219,2022-04-12 01:00:00,UK,England,1,7,Returned,460.34999999999997,385,1,460.34999999999997
2427,1045,Electronics,2,13,19239,2022-04-12 02:00:00,Australia,New South Wales,2,4,Not Returned,24.96,546,2,315.64
2428,2654,Grocery,1,160,22229,2022-04-12 03:00:00,UK,England,3,7,Not Returned,148.79999999999998,226,1,148.79999999999998
2429,4199,Grocery,8,170,24356,2022-04-12 04:00:00,Canada,Ontario,4,15,Not Returned,1156.0,786,2,2291.44
2430,1432,Books,5,174,10170,2022-04-12 05:00:00,Australia,New South Wales,5,12,Returned,765.6,363,1,765.6
2431,3064,Electronics,10,66,29958,2022-04-12 06:00:00,UK,England,6,2,Not Returned,646.8,902,2,1953.2
2432,2257,Clothing,1,31,21441,2022-04-12 07:00:00,India,Maharashtra,7,3,Returned,30.07,474,2,618.07
2433,1052,Home & Kitchen,2,171,17308,2022-04-12 08:00:00,Australia,New South Wales,8,7,Not Returned,318.06,899,1,318.06
2434,3382,Grocery,10,48,26461,2022-04-12 09:00:00,India,Maharashtra,9,2,Not Returned,470.4,621,1,1154.22
2435,3608,Grocery,2,37,28055,2022-04-12 10:00:00,USA,Texas,10,8,Returned,68.08,929,1,68.08
2436,3563,Electronics,3,181,22327,2022-04-12 11:00:00,India,Maharashtra,11,6,Returned,510.41999999999996,256,1,510.41999999999996
2437,1414,Clothing,7,59,11547,2022-04-12 12:00:00,India,Maharashtra,12,8,Returned,379.96000000000004,548,1,379.96000000000004
2438,2390,Books,3,104,27561,2022-04-12 13:00:00,UK,England,13,19,Not Returned,252.72000000000003,321,1,252.72000000000003
2439,1649,Home & Kitchen,7,45,21630,2022-04-12 14:00:00,India,Maharashtra,14,7,Returned,292.95,103,1,608.85
2440,3190,Books,5,77,18061,2022-04-12 15:00:00,Australia,New South Wales,15,10,Not Returned,346.5,507,2,1039.94
2441,2560,Books,10,60,22253,2022-04-12 16:00:00,Canada,Ontario,16,14,Returned,516.0,274,1,516.0
2442,3738,Electronics,3,163,28147,2022-04-12 17:00:00,UK,England,17,6,Returned,459.65999999999997,123,1,459.65999999999997
2443,2425,Electronics,9,58,21142,2022-04-12 18:00:00,Australia,New South Wales,18,20,Returned,417.6,167,1,417.6
2444,3480,Electronics,6,24,12804,2022-04-12 19:00:00,India,Maharashtra,19,14,Not Returned,123.84,950,1,123.84
2445,3887,Books,1,114,21591,2022-04-12 20:00:00,Canada,Ontario,20,13,Not Returned,99.17999999999999,675,2,497.64
2446,4280,Electronics,6,143,27609,2022-04-12 21:00:00,USA,Texas,21,0,Returned,858.0,962,1,858.0
2447,3975,Books,9,167,13314,2022-04-12 22:00:00,India,Maharashtra,22,3,Not Returned,1457.9099999999999,157,2,2051.31
2448,3500,Books,5,29,14010,2022-04-12 23:00:00,Canada,Ontario,23,15,Returned,123.25,351,1,123.25
2449,1113,Clothing,1,109,26794,2022-04-13 00:00:00,Canada,Ontario,0,5,Returned,103.55,277,1,103.55
2450,4031,Electronics,3,184,15226,2022-04-13 01:00:00,Canada,Ontario,1,10,Not Returned,496.8,248,1,774.0
2451,2425,Home & Kitchen,6,72,12248,2022-04-13 02:00:00,Canada,Ontario,2,9,Not Returned,393.12,274,1,393.12
2452,3327,Electronics,1,74,21320,2022-04-13 03:00:00,Australia,New South Wales,3,4,Not Returned,71.03999999999999,372,1,71.03999999999999
2453,3207,Clothing,7,75,20452,2022-04-13 04:00:00,UK,England,4,18,Not Returned,430.50000000000006,960,1,430.50000000000006
2454,1948,Books,4,116,22206,2022-04-13 05:00:00,India,Maharashtra,5,14,Returned,399.04,148,1,399.04
2455,3275,Grocery,5,177,24911,2022-04-13 06:00:00,Australia,New South Wales,6,11,Returned,787.65,591,1,787.65
2456,3219,Grocery,3,29,17074,2022-04-13 07:00:00,USA,Texas,7,11,Returned,77.43,587,1,77.43
2457,4065,Clothing,2,110,11650,2022-04-13 08:00:00,Canada,Ontario,8,10,Not Returned,198.0,839,2,421.2
2458,2411,Grocery,7,11,13267,2022-04-13 09:00:00,Australia,New South Wales,9,11,Returned,68.53,510,1,68.53
2459,4263,Books,6,127,29319,2022-04-13 10:00:00,USA,Texas,10,19,Returned,617.22,942,1,617.22
2460,2570,Clothing,4,97,15368,2022-04-13 11:00:00,USA,Texas,11,6,Not Returned,364.71999999999997,243,1,364.71999999999997
2461,2644,Grocery,10,122,14458,2022-04-13 12:00:00,Canada,Ontario,12,12,Not Returned,1073.6,887,1,1073.6
2462,1840,Books,3,130,19515,2022-04-13 13:00:00,USA,Texas,13,6,Not Returned,366.59999999999997,516,1,366.59999999999997
2463,2182,Electronics,4,107,25859,2022-04-13 14:00:00,India,Maharashtra,14,18,Not Returned,350.96000000000004,126,1,350.96000000000004
2464,4949,Electronics,10,109,28059,2022-04-13 15:00:00,USA,Texas,15,13,Not Returned,948.3,337,1,948.3
2465,4726,Electronics,9,186,21372,2022-04-13 16:00:00,Australia,New South Wales,16,2,Returned,1640.52,258,1,1640.52
2466,1353,Books,10,193,14284,2022-04-13 17:00:00,UK,England,17,11,Not Returned,1717.7,988,1,1717.7
2467,1751,Home & Kitchen,7,87,11348,2022-04-13 18:00:00,USA,Texas,18,11,Returned,542.01,250,1,542.01
2468,2385,Grocery,9,40,15087,2022-04-13 19:00:00,USA,California,19,17,Returned,298.8,653,1,298.8
2469,3343,Electronics,1,25,12909,2022-04-13 20:00:00,UK,England,20,3,Not Returned,24.25,233,1,24.25
2470,1331,Books,10,133,16703,2022-04-13 21:00:00,USA,California,21,7,Returned,1236.8999999999999,670,1,1236.8999999999999
2471,1502,Grocery,6,193,28875,2022-04-13 22:00:00,India,Maharashtra,22,10,Returned,1042.2,845,1,1042.2
2472,4142,Clothing,1,170,24818,2022-04-13 23:00:00,UK,England,23,19,Returned,137.70000000000002,496,1,137.70000000000002
2473,1995,Clothing,7,51,12982,2022-04-14 00:00:00,Canada,Ontario,0,4,Not Returned,342.71999999999997,925,1,342.71999999999997
2474,1208,Clothing,2,67,16186,2022-04-14 01:00:00,Australia,New South Wales,1,7,Returned,124.61999999999999,218,1,124.61999999999999
2475,4251,Electronics,8,68,28003,2022-04-14 02:00:00,Australia,New South Wales,2,16,Returned,456.96,789,2,654.0799999999999
2476,4154,Books,1,89,13276,2022-04-14 03:00:00,USA,California,3,4,Not Returned,85.44,274,1,85.44
2477,1118,Electronics,4,58,20923,2022-04-14 04:00:00,India,Maharashtra,4,19,Not Returned,187.92000000000002,480,1,187.92000000000002
2478,1781,Grocery,7,184,11738,2022-04-14 05:00:00,UK,England,5,5,Not Returned,1223.6,879,1,1223.6
2479,4338,Grocery,9,132,25613,2022-04-14 06:00:00,Australia,New South Wales,6,19,Not Returned,962.2800000000001,668,1,962.2800000000001
2480,3910,Clothing,4,105,24071,2022-04-14 07:00:00,Canada,Ontario,7,16,Not Returned,352.8,471,1,352.8
2481,2011,Grocery,2,120,11471,2022-04-14 08:00:00,Australia,New South Wales,8,15,Not Returned,204.0,515,1,204.0
2482,3899,Electronics,5,134,19407,2022-04-14 09:00:00,Canada,Ontario,9,14,Returned,576.2,469,1,576.2
2483,2658,Home & Kitchen,8,191,21628,2022-04-14 10:00:00,USA,California,10,2,Returned,1497.44,535,1,1497.44
2484,2791,Books,5,151,15790,2022-04-14 11:00:00,UK,England,11,14,Not Returned,649.3,956,1,649.3
2485,2085,Grocery,3,166,19953,2022-04-14 12:00:00,Canada,Ontario,12,2,Not Returned,488.03999999999996,591,1,488.03999999999996
2486,2400,Home & Kitchen,10,69,11247,2022-04-14 13:00:00,USA,California,13,7,Returned,641.6999999999999,923,1,1994.4
2487,3967,Home & Kitchen,5,95,19471,2022-04-14 14:00:00,UK,England,14,8,Returned,437.0,839,1,437.0
2488,2713,Home & Kitchen,6,37,27269,2022-04-14 15:00:00,Australia,New South Wales,15,10,Returned,199.8,971,1,199.8
2489,2181,Grocery,5,123,19202,2022-04-14 16:00:00,India,Maharashtra,16,16,Returned,516.6,481,1,516.6
2490,3467,Clothing,3,191,17419,2022-04-14 17:00:00,India,Maharashtra,17,11,Not Returned,509.97,343,1,509.97
2491,2002,Books,10,159,24787,2022-04-14 18:00:00,Canada,Ontario,18,4,Returned,1526.3999999999999,534,1,1526.3999999999999
2492,4498,Books,5,159,19301,2022-04-14 19:00:00,India,Maharashtra,19,12,Not Returned,699.6,766,2,1294.68
2493,1470,Grocery,4,54,11794,2022-04-14 20:00:00,UK,England,20,18,Not Returned,177.12,257,1,177.12
2494,3488,Home & Kitchen,1,190,15730,2022-04-14 21:00:00,USA,California,21,18,Not Returned,155.8,226,1,155.8
2495,4851,Home & Kitchen,8,25,19196,2022-04-14 22:00:00,Australia,New South Wales,22,5,Returned,190.0,333,1,190.0
2496,3110,Electronics,2,19,11755,2022-04-14 23:00:00,UK,England,23,14,Returned,32.68,144,2,356.08
2497,4410,Home & Kitchen,4,177,16528,2022-04-15 00:00:00,India,Maharashtra,0,0,Returned,708.0,134,1,708.0
2498,3037,Grocery,8,177,24225,2022-04-15 01:00:00,India,Maharashtra,1,14,Not Returned,1217.76,500,2,1308.0
2499,3460,Electronics,2,161,13321,2022-04-15 02:00:00,India,Maharashtra,2,9,Returned,293.02,887,1,293.02
2500,4299,Books,1,59,15638,2022-04-15 03:00:00,Canada,Ontario,3,8,Returned,54.28,648,1,54.28
2501,3829,Grocery,5,148,24888,2022-04-15 04:00:00,UK,England,4,3,Not Returned,717.8,989,1,1206.1999999999998
2502,3546,Clothing,9,148,18298,2022-04-15 05:00:00,UK,England,5,14,Returned,1145.52,962,1,1145.52
2503,1744,Clothing,6,75,25198,2022-04-15 06:00:00,India,Maharashtra,6,19,Not Returned,364.5,904,1,364.5
2504,2030,Home & Kitchen,7,35,21977,2022-04-15 07:00:00,Australia,New South Wales,7,16,Returned,205.79999999999998,882,1,205.79999999999998
2505,1281,Home & Kitchen,4,96,20930,2022-04-15 08:00:00,UK,England,8,15,Not Returned,326.4,284,1,326.4
2506,4643,Grocery,3,166,13343,2022-04-15 09:00:00,Canada,Ontario,9,19,Returned,403.38000000000005,780,1,403.38000000000005
2507,4359,Home & Kitchen,9,86,21313,2022-04-15 10:00:00,India,Maharashtra,10,16,Not Returned,650.16,736,1,650.16
2508,1175,Books,1,165,12531,2022-04-15 11:00:00,Canada,Ontario,11,15,Returned,140.25,596,1,251.13
2509,2575,Home & Kitchen,3,61,14969,2022-04-15 12:00:00,Australia,New South Wales,12,19,Not Returned,148.23000000000002,366,1,148.23000000000002
2510,2537,Home & Kitchen,4,30,22892,2022-04-15 13:00:00,USA,Texas,13,4,Returned,115.19999999999999,655,1,115.19999999999999
2511,1307,Home & Kitchen,8,55,28370,2022-04-15 14:00:00,Canada,Ontario,14,0,Not Returned,440.0,989,1,440.0
2512,3072,Clothing,3,69,12947,2022-04-15 15:00:00,Canada,Ontario,15,13,Not Returned,180.09,100,1,180.09
2513,2434,Grocery,1,45,27404,2022-04-15 16:00:00,Australia,New South Wales,16,15,Returned,38.25,721,1,38.25
2514,2570,Books,9,79,14846,2022-04-15 17:00:00,Canada,Ontario,17,17,Returned,590.13,339,1,590.13
2515,4128,Electronics,3,164,12635,2022-04-15 18:00:00,India,Maharashtra,18,8,Not Returned,452.64000000000004,523,1,452.64000000000004
2516,2818,Clothing,4,15,21715,2022-04-15 19:00:00,Australia,New South Wales,19,3,Returned,58.199999999999996,671,1,58.199999999999996
2517,1617,Clothing,4,93,23342,2022-04-15 20:00:00,UK,England,20,17,Returned,308.76,859,1,308.76
2518,1867,Clothing,3,175,27958,2022-04-15 21:00:00,USA,California,21,9,Returned,477.75,291,1,1121.83
2519,1709,Books,10,178,27311,2022-04-15 22:00:00,India,Maharashtra,22,6,Returned,1673.1999999999998,330,1,1673.1999999999998
2520,3731,Home & Kitchen,6,162,29202,2022-04-15 23:00:00,Australia,New South Wales,23,14,Returned,835.92,967,1,835.92
2521,3467,Books,4,111,14960,2022-04-16 00:00:00,Australia,New South Wales,0,18,Returned,364.08000000000004,600,1,364.08000000000004
2522,2209,Grocery,4,67,12402,2022-04-16 01:00:00,USA,Texas,1,5,Returned,254.6,887,1,254.6
2523,3912,Grocery,10,165,25082,2022-04-16 02:00:00,UK,England,2,5,Not Returned,1567.5,252,1,1567.5
2524,1937,Electronics,2,77,10597,2022-04-16 03:00:00,Canada,Ontario,3,0,Not Returned,154.0,284,1,365.2
2525,3881,Books,9,59,22141,2022-04-16 04:00:00,USA,Texas,4,1,Not Returned,525.6899999999999,466,1,525.6899999999999
2526,3544,Books,5,160,28550,2022-04-16 05:00:00,UK,England,5,6,Returned,752.0,835,1,819.68
2527,4498,Home & Kitchen,1,29,18322,2022-04-16 06:00:00,India,Maharashtra,6,8,Returned,26.68,954,1,26.68
2528,4579,Home & Kitchen,1,33,24154,2022-04-16 07:00:00,UK,England,7,8,Not Returned,30.360000000000003,528,1,30.360000000000003
2529,4884,Grocery,4,127,29405,2022-04-16 08:00:00,USA,California,8,2,Returned,497.84,864,1,497.84
2530,2702,Home & Kitchen,8,11,13621,2022-04-16 09:00:00,India,Maharashtra,9,19,Returned,71.28,482,1,71.28
2531,4090,Grocery,2,83,29483,2022-04-16 10:00:00,Australia,New South Wales,10,18,Returned,136.12,717,1,1410.52
2532,1129,Books,10,162,16278,2022-04-16 11:00:00,India,Maharashtra,11,5,Not Returned,1539.0,135,1,1539.0
2533,1432,Books,5,84,27004,2022-04-16 12:00:00,USA,California,12,6,Not Returned,394.79999999999995,930,1,394.79999999999995
2534,4755,Books,1,46,25406,2022-04-16 13:00:00,USA,California,13,2,Not Returned,45.08,473,1,45.08
2535,3464,Electronics,3,86,13717,2022-04-16 14:00:00,India,Maharashtra,14,20,Not Returned,206.4,302,2,568.28
2536,1648,Books,5,152,16401,2022-04-16 15:00:00,India,Maharashtra,15,18,Returned,623.2,768,1,623.2
2537,1724,Home & Kitchen,3,40,14949,2022-04-16 16:00:00,Canada,Ontario,16,5,Returned,114.0,195,1,114.0
2538,2359,Grocery,4,185,18807,2022-04-16 17:00:00,UK,England,17,5,Not Returned,703.0,428,1,703.0
2539,1497,Grocery,8,74,12918,2022-04-16 18:00:00,UK,England,18,8,Not Returned,544.64,873,1,544.64
2540,4302,Home & Kitchen,7,51,11571,2022-04-16 19:00:00,USA,California,19,17,Returned,296.31,737,1,296.31
2541,1181,Electronics,8,54,15257,2022-04-16 20:00:00,USA,Texas,20,7,Not Returned,401.76,812,1,401.76
2542,3482,Home & Kitchen,4,149,16589,2022-04-16 21:00:00,UK,England,21,10,Returned,536.4,976,1,536.4
2543,4053,Electronics,9,87,25705,2022-04-16 22:00:00,UK,England,22,14,Not Returned,673.38,708,1,673.38
2544,3761,Home & Kitchen,2,99,26130,2022-04-16 23:00:00,USA,California,23,4,Returned,190.07999999999998,426,1,383.28
2545,1763,Electronics,1,51,24238,2022-04-17 00:00:00,UK,England,0,7,Not Returned,47.43,541,1,47.43
2546,1173,Books,8,108,12838,2022-04-17 01:00:00,USA,Texas,1,10,Not Returned,777.6,635,2,1910.4
2547,4496,Electronics,6,170,24675,2022-04-17 02:00:00,UK,England,2,9,Not Returned,928.2,710,1,928.2
2548,1709,Home & Kitchen,10,19,26115,2022-04-17 03:00:00,India,Maharashtra,3,18,Returned,155.8,776,1,155.8
2549,2972,Home & Kitchen,7,113,15967,2022-04-17 04:00:00,India,Maharashtra,4,17,Not Returned,656.53,685,1,656.53
2550,2122,Electronics,2,83,23754,2022-04-17 05:00:00,UK,England,5,19,Not Returned,134.46,132,1,134.46
2551,4786,Grocery,1,65,17655,2022-04-17 06:00:00,India,Maharashtra,6,16,Not Returned,54.6,447,1,54.6
2552,4172,Books,5,142,29520,2022-04-17 07:00:00,USA,California,7,11,Returned,631.9,571,1,631.9
2553,2767,Books,9,58,29723,2022-04-17 08:00:00,India,Maharashtra,8,2,Not Returned,511.56,783,1,511.56
2554,4954,Grocery,9,149,26272,2022-04-17 09:00:00,USA,California,9,5,Returned,1273.95,954,1,1273.95
2555,3541,Books,1,47,17899,2022-04-17 10:00:00,Canada,Ontario,10,8,Returned,43.24,725,1,43.24
2556,2898,Home & Kitchen,7,42,17363,2022-04-17 11:00:00,Australia,New South Wales,11,2,Returned,288.12,836,1,288.12
2557,1473,Grocery,3,123,25989,2022-04-17 12:00:00,India,Maharashtra,12,13,Not Returned,321.03,737,1,321.03
2558,2030,Books,4,18,15507,2022-04-17 13:00:00,UK,England,13,16,Not Returned,60.48,104,2,1182.88
2559,3013,Grocery,4,144,21181,2022-04-17 14:00:00,Australia,New South Wales,14,10,Returned,518.4,871,1,518.4
2560,4088,Clothing,10,26,26643,2022-04-17 15:00:00,USA,Texas,15,12,Not Returned,228.8,952,1,228.8
2561,4833,Clothing,3,144,19780,2022-04-17 16:00:00,Australia,New South Wales,16,8,Not Returned,397.44,450,1,865.44
2562,2165,Home & Kitchen,2,96,18783,2022-04-17 17:00:00,India,Maharashtra,17,13,Returned,167.04,783,1,167.04
2563,4452,Clothing,9,126,29208,2022-04-17 18:00:00,USA,Texas,18,6,Returned,1065.96,834,1,1065.96
2564,2400,Electronics,3,106,16924,2022-04-17 19:00:00,Canada,Ontario,19,6,Not Returned,298.91999999999996,701,1,298.91999999999996
2565,4673,Clothing,7,129,18056,2022-04-17 20:00:00,Australia,New South Wales,20,1,Returned,893.97,748,1,2117.01
2566,3759,Home & Kitchen,10,100,27934,2022-04-17 21:00:00,Australia,New South Wales,21,8,Not Returned,920.0,734,1,920.0
2567,2165,Grocery,5,95,12821,2022-04-17 22:00:00,Canada,Ontario,22,20,Not Returned,380.0,883,1,1581.32
2568,3599,Books,6,111,29854,2022-04-17 23:00:00,UK,England,23,16,Returned,559.4399999999999,381,1,559.4399999999999
2569,1246,Grocery,2,135,20417,2022-04-18 00:00:00,Australia,New South Wales,0,4,Not Returned,259.2,419,1,259.2
2570,3766,Electronics,2,138,24834,2022-04-18 01:00:00,Australia,New South Wales,1,19,Returned,223.56,915,1,563.76
2571,3552,Home & Kitchen,10,86,20747,2022-04-18 02:00:00,UK,England,2,14,Not Returned,739.6,153,1,739.6
2572,2000,Clothing,6,26,21591,2022-04-18 03:00:00,USA,Texas,3,9,Returned,141.96,309,3,497.64
2573,4741,Grocery,8,35,24629,2022-04-18 04:00:00,Australia,New South Wales,4,9,Returned,254.8,382,1,566.8
2574,3269,Electronics,2,107,11870,2022-04-18 05:00:00,Australia,New South Wales,5,13,Not Returned,186.18,340,2,317.58000000000004
2575,2249,Home & Kitchen,4,49,29918,2022-04-18 06:00:00,Canada,Ontario,6,19,Not Returned,158.76000000000002,352,1,1454.76
2576,4835,Home & Kitchen,5,94,16190,2022-04-18 07:00:00,UK,England,7,14,Returned,404.2,335,1,404.2
2577,3339,Books,6,161,11715,2022-04-18 08:00:00,UK,England,8,13,Returned,840.42,986,1,840.42
2578,1919,Books,3,197,23259,2022-04-18 09:00:00,Canada,Ontario,9,16,Not Returned,496.44,611,1,496.44
2579,4513,Home & Kitchen,3,175,24258,2022-04-18 10:00:00,Canada,Ontario,10,4,Returned,504.0,373,1,504.0
2580,1962,Clothing,10,197,29205,2022-04-18 11:00:00,Canada,Ontario,11,14,Not Returned,1694.2,882,1,1694.2
2581,3230,Home & Kitchen,2,97,15942,2022-04-18 12:00:00,Australia,New South Wales,12,1,Returned,192.06,809,1,192.06
2582,1959,Grocery,10,21,29761,2022-04-18 13:00:00,Canada,Ontario,13,1,Not Returned,207.9,421,2,1408.38
2583,4352,Grocery,5,153,24594,2022-04-18 14:00:00,Canada,Ontario,14,9,Not Returned,696.15,255,1,696.15
2584,4065,Books,8,193,13812,2022-04-18 15:00:00,UK,England,15,13,Not Returned,1343.28,318,1,1343.28
2585,4744,Books,4,28,18400,2022-04-18 16:00:00,UK,England,16,19,Not Returned,90.72,627,1,90.72
2586,3076,Electronics,7,146,29030,2022-04-18 17:00:00,Australia,New South Wales,17,19,Returned,827.82,813,2,936.11
2587,1702,Books,9,14,19068,2022-04-18 18:00:00,UK,England,18,3,Returned,122.22,731,1,122.22
2588,4650,Home & Kitchen,1,116,23947,2022-04-18 19:00:00,USA,California,19,9,Not Returned,105.56,175,1,105.56
2589,2874,Electronics,2,86,19059,2022-04-18 20:00:00,USA,California,20,13,Returned,149.64,667,1,149.64
2590,1934,Home & Kitchen,8,50,29850,2022-04-18 21:00:00,UK,England,21,5,Returned,380.0,136,1,380.0
2591,4486,Electronics,3,141,28404,2022-04-18 22:00:00,UK,England,22,0,Returned,423.0,903,1,423.0
2592,3495,Electronics,3,122,23090,2022-04-18 23:00:00,Australia,New South Wales,23,17,Returned,303.78,121,1,303.78
2593,2304,Home & Kitchen,9,150,17939,2022-04-19 00:00:00,India,Maharashtra,0,8,Returned,1242.0,886,1,1242.0
2594,2786,Books,7,156,29210,2022-04-19 01:00:00,Canada,Ontario,1,18,Returned,895.44,156,1,895.44
2595,3224,Electronics,8,43,12888,2022-04-19 02:00:00,UK,England,2,10,Not Returned,309.6,814,1,1908.96
2596,2442,Grocery,2,174,24305,2022-04-19 03:00:00,Australia,New South Wales,3,19,Returned,281.88,965,1,281.88
2597,2377,Electronics,8,170,25502,2022-04-19 04:00:00,Canada,Ontario,4,16,Not Returned,1142.3999999999999,638,1,1142.3999999999999
2598,2608,Clothing,1,49,19623,2022-04-19 05:00:00,UK,England,5,7,Not Returned,45.57,760,1,45.57
2599,1013,Clothing,8,102,25055,2022-04-19 06:00:00,Australia,New South Wales,6,11,Returned,726.24,344,3,3273.3199999999997
2600,3375,Home & Kitchen,1,38,24101,2022-04-19 07:00:00,UK,England,7,15,Not Returned,32.3,291,1,32.3
2601,1112,Clothing,4,34,27226,2022-04-19 08:00:00,Canada,Ontario,8,10,Returned,122.4,250,1,122.4
2602,4991,Clothing,2,45,12576,2022-04-19 09:00:00,India,Maharashtra,9,0,Returned,90.0,639,1,1272.72
2603,4605,Clothing,7,111,11588,2022-04-19 10:00:00,India,Maharashtra,10,5,Returned,738.15,921,1,738.15
2604,3374,Electronics,1,44,14925,2022-04-19 11:00:00,Canada,Ontario,11,5,Returned,41.8,625,1,347.96000000000004
2605,3170,Home & Kitchen,9,157,12871,2022-04-19 12:00:00,USA,Texas,12,13,Returned,1229.31,582,1,1229.31
2606,2996,Home & Kitchen,5,149,28779,2022-04-19 13:00:00,Australia,New South Wales,13,14,Not Returned,640.7,612,1,640.7
2607,3357,Grocery,2,182,21476,2022-04-19 14:00:00,UK,England,14,20,Returned,291.2,619,1,291.2
2608,2576,Electronics,4,167,21434,2022-04-19 15:00:00,UK,England,15,11,Returned,594.52,654,1,594.52
2609,3240,Home & Kitchen,9,137,29392,2022-04-19 16:00:00,India,Maharashtra,16,12,Not Returned,1085.04,358,1,1085.04
2610,4120,Grocery,3,21,25693,2022-04-19 17:00:00,Australia,New South Wales,17,12,Returned,55.44,210,1,55.44
2611,1600,Books,3,16,26170,2022-04-19 18:00:00,UK,England,18,5,Not Returned,45.599999999999994,360,2,329.1
2612,1366,Clothing,10,175,21367,2022-04-19 19:00:00,USA,Texas,19,3,Returned,1697.5,307,1,1697.5
